@relation interchangingRBF

@attribute 0 numeric
@attribute 1 numeric
@attribute target {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
0.924097,0.851669,13
0.967628,0.149162,3
0.789284,0.620944,4
0.209993,0.557256,8
0.661631,0.493256,5
0.195584,0.565781,8
0.000727,0.176173,10
0.620648,0.485503,5
0.016146,0.196489,10
0.031926,0.444747,14
0.815035,0.629011,4
0.384242,0.203272,9
0.661927,0.466107,5
0.788674,0.264345,0
0.940117,0.46993,1
0.779053,0.621516,4
0.432029,0.0002,11
0.356313,0.410092,12
0.382873,0.225395,9
0.770855,0.947639,7
0.381925,0.220123,9
0.962166,0.815056,13
0.450268,-0.012309,11
0.833809,0.285791,0
0.022089,0.458044,14
0.181727,0.805587,6
0.014209,0.194517,10
0.171064,0.808725,6
0.958724,0.148321,3
0.010105,0.477049,14
0.207426,0.845496,6
0.794153,0.264307,0
0.956915,0.477753,1
0.003775,0.486283,14
0.931808,0.847419,13
0.021802,0.462508,14
0.932613,0.444212,1
0.966785,0.141113,3
0.785899,0.627791,4
0.785734,0.61156,4
0.663606,0.483439,5
0.647432,0.430518,5
0.801317,0.632419,4
0.674152,0.444475,5
0.023217,0.458106,14
0.944585,0.15983,3
0.377147,0.230133,9
0.790186,0.262419,0
0.81859,0.629856,4
0.225896,0.578356,8
0.360008,0.199908,9
0.795405,0.643738,4
0.952915,0.474538,1
0.201048,0.880716,6
0.466135,0.000801,11
0.387509,0.214418,9
0.952921,0.146347,3
0.461984,0.001847,11
0.965689,0.143243,3
0.808503,0.275166,0
0.20094,0.877393,6
0.389318,0.213398,9
0.957951,0.156527,3
0.037516,0.435798,14
0.41115,0.402831,12
0.381632,0.417296,12
0.633068,0.154479,2
0.790565,0.263425,0
-0.000547,0.167895,10
0.181024,0.854602,6
0.738038,0.948532,7
0.407224,0.392601,12
0.788587,0.626405,4
0.010802,0.475038,14
0.946986,0.150068,3
0.785406,0.630315,4
0.679976,0.457976,5
0.013209,0.470394,14
0.669714,0.481834,5
0.193258,0.572593,8
0.803031,0.269425,0
0.20167,0.577535,8
0.94679,0.460659,1
0.612219,0.145438,2
0.435809,0.003933,11
0.748655,0.94359,7
0.810639,0.633502,4
-0.002427,0.187888,10
0.456411,0.021987,11
0.732737,0.926035,7
0.011198,0.475312,14
0.179171,0.851668,6
0.202044,0.569852,8
0.946498,0.828661,13
0.210765,0.543993,8
0.396815,0.200103,9
0.60455,0.141608,2
0.374552,0.211136,9
0.37037,0.440579,12
0.033172,0.443778,14
0.463081,-0.034498,11
0.813195,0.639687,4
0.62702,0.148352,2
0.610509,0.148459,2
0.021664,0.458981,14
0.451377,-0.012795,11
0.952919,0.462797,1
0.78087,0.614963,4
0.754279,0.949875,7
0.889855,0.879247,13
0.379264,0.403684,12
0.017819,0.464557,14
0.959421,0.146662,3
0.963848,0.156608,3
0.973369,0.805014,13
0.387242,0.208011,9
0.449791,-0.023807,11
0.377585,0.241798,9
0.373708,0.207603,9
0.184285,0.831914,6
0.960618,0.485079,1
0.385575,0.212828,9
0.382387,0.41271,12
0.799821,0.623626,4
0.93091,0.843827,13
0.190747,0.591858,8
0.643264,0.151208,2
0.813081,0.279929,0
0.400036,0.225472,9
0.918327,0.853409,13
0.954509,0.471786,1
0.682804,0.492165,5
0.767681,0.630664,4
0.194609,0.855503,6
0.030593,0.44459,14
0.187628,0.853828,6
0.633998,0.153296,2
0.663948,0.491172,5
0.008211,0.478602,14
0.474669,0.011611,11
0.206183,0.569324,8
0.022213,0.45839,14
0.830538,0.649221,4
0.436357,0.016285,11
0.206251,0.593075,8
0.94828,0.460522,1
0.652836,0.472971,5
0.398009,0.414015,12
0.92742,0.848894,13
0.213462,0.555934,8
0.627038,0.148012,2
0.739437,0.932945,7
0.810296,0.61276,4
0.200559,0.856568,6
0.642827,0.149985,2
0.788752,0.627326,4
0.751502,0.938441,7
0.466697,-0.027205,11
0.974429,0.136709,3
0.824816,0.283402,0
-0.056768,0.1634,10
0.186828,0.836871,6
0.19144,0.568087,8
0.790683,0.266694,0
0.45463,-0.006444,11
-0.007289,0.185651,10
0.760225,0.938812,7
0.399215,0.222962,9
0.949626,0.464406,1
0.939353,0.841493,13
0.386992,0.398801,12
0.904275,0.86815,13
0.958613,0.482754,1
0.926907,0.853791,13
0.173364,0.579395,8
0.453204,-0.000566,11
0.641137,0.156117,2
0.187366,0.563028,8
0.654056,0.154225,2
0.950375,0.155964,3
0.398885,0.227722,9
0.381593,0.416951,12
0.431231,0.028054,11
0.63846,0.149432,2
0.846796,0.298564,0
0.755652,0.935956,7
0.955656,0.148067,3
0.033255,0.441642,14
0.470957,0.000965,11
0.386395,0.410276,12
0.936504,0.842841,13
0.951312,0.15483,3
0.948394,0.461576,1
0.781379,0.614083,4
0.785324,0.263463,0
0.384452,0.234482,9
0.182253,0.872304,6
0.380975,0.418288,12
0.375775,0.422631,12
0.77101,0.628811,4
0.971054,0.811939,13
0.020023,0.461924,14
0.659271,0.154567,2
0.715718,0.945882,7
0.000101,0.190151,10
0.422505,0.023567,11
0.198063,0.869719,6
0.406691,0.242539,9
0.166628,0.618711,8
0.00183,0.490346,14
0.432071,0.043424,11
0.391572,0.243641,9
0.381381,0.404612,12
0.202177,0.876844,6
0.638877,0.463862,5
0.777454,0.946094,7
0.824097,0.623469,4
0.160279,0.814732,6
0.397262,0.421524,12
0.948314,0.162033,3
0.199241,0.536512,8
0.392776,0.232764,9
0.944207,0.840095,13
-0.010544,0.181739,10
0.63992,0.152627,2
0.017992,0.465911,14
0.951766,0.467372,1
0.921738,0.856915,13
0.806981,0.633408,4
0.951842,0.828824,13
0.034803,0.441044,14
0.694854,0.930479,7
0.952698,0.156709,3
0.951941,0.151588,3
0.620207,0.144962,2
0.963247,0.821713,13
0.041442,0.432144,14
0.947909,0.46428,1
0.943431,0.476286,1
0.665654,0.155302,2
0.19746,0.877155,6
0.190543,0.821844,6
0.987627,0.78725,13
0.962596,0.491136,1
0.642181,0.158037,2
0.011999,0.475885,14
0.963799,0.157011,3
0.209185,0.544503,8
0.011231,0.167286,10
0.654315,0.51648,5
0.480678,0.005285,11
0.945265,0.830428,13
0.937248,0.844841,13
0.795116,0.619098,4
0.012017,0.474014,14
0.949284,0.827584,13
0.010572,0.187649,10
0.46562,0.00328,11
0.948732,0.464529,1
0.362676,0.412977,12
0.775332,0.619775,4
0.96411,0.816231,13
0.78974,0.621147,4
0.925667,0.849642,13
0.011172,0.473898,14
0.843021,0.297662,0
0.80084,0.269728,0
0.64324,0.455948,5
0.608944,0.143871,2
0.962557,0.147833,3
0.189047,0.85401,6
0.032536,0.220565,10
0.953145,0.142955,3
0.793782,0.264667,0
0.384438,0.223964,9
0.618302,0.146688,2
0.952543,0.147349,3
0.454195,0.001782,11
0.813959,0.63346,4
0.923319,0.851522,13
0.170766,0.832569,6
0.956326,0.484776,1
0.623427,0.156997,2
0.934389,0.456728,1
0.391837,0.399984,12
0.773326,0.948842,7
0.810551,0.629257,4
0.450833,0.014887,11
0.021958,0.458407,14
0.937942,0.456927,1
0.4607,-0.009394,11
0.645713,0.434034,5
0.943874,0.466371,1
0.40849,0.212691,9
0.961755,0.150744,3
0.937301,0.453024,1
0.185627,0.549628,8
0.187915,0.820958,6
0.797042,0.266091,0
-0.006568,0.191636,10
0.819847,0.279634,0
0.363153,0.422474,12
0.750982,0.936163,7
0.746385,0.936383,7
0.943328,0.458119,1
0.235114,0.541807,8
0.969201,0.81113,13
0.645157,0.453702,5
0.203335,0.582294,8
0.398843,0.397316,12
0.959222,0.480187,1
0.792655,0.617536,4
0.382169,0.43446,12
-0.022866,0.187002,10
0.417482,0.381463,12
0.94075,0.465893,1
0.383474,0.40264,12
0.668535,0.455721,5
0.435846,0.032802,11
0.185535,0.575722,8
0.3983,0.218036,9
0.948502,0.152077,3
0.684268,0.496955,5
0.93342,0.451476,1
0.20741,0.54765,8
0.398653,0.233253,9
0.437989,-0.001807,11
0.917624,0.853216,13
0.163413,0.816954,6
-0.009626,0.174886,10
0.457423,-0.009334,11
0.924958,0.85522,13
-0.035456,0.18049,10
0.186626,0.837343,6
0.951857,0.163683,3
0.599419,0.143299,2
0.76574,0.946455,7
0.946605,0.458231,1
0.645733,0.45251,5
0.801826,0.621652,4
0.959466,0.479358,1
0.013747,0.469888,14
-0.01084,0.176972,10
0.019548,0.187595,10
0.829503,0.649136,4
0.634182,0.150927,2
0.656159,0.154737,2
0.432228,0.021981,11
0.750057,0.939194,7
0.387461,0.397399,12
0.625512,0.458113,5
0.949226,0.147743,3
0.953403,0.468848,1
0.191024,0.826811,6
0.024053,0.455899,14
0.003356,0.485455,14
0.675229,0.452296,5
0.017437,0.202776,10
0.366063,0.193305,9
0.774592,0.254954,0
0.205401,0.56182,8
0.02848,0.451414,14
0.399415,0.408596,12
0.209161,0.592826,8
0.822659,0.633522,4
0.789077,0.262773,0
0.395124,0.38843,12
0.748812,0.942634,7
0.947158,0.154154,3
0.206938,0.542956,8
0.790547,0.61078,4
-0.01763,0.18327,10
0.648346,0.459818,5
0.651564,0.473255,5
0.382912,0.230911,9
0.219632,0.534539,8
0.944269,0.154836,3
0.187989,0.881902,6
0.955646,0.152279,3
0.209123,0.878626,6
0.946002,0.464666,1
0.942926,0.161592,3
0.765601,0.940874,7
0.948124,0.469506,1
0.66421,0.160954,2
0.943582,0.167595,3
0.957173,0.15325,3
0.0213,0.197278,10
0.960383,0.145706,3
-0.006574,0.499721,14
0.63929,0.150899,2
0.946012,0.830218,13
0.812787,0.274599,0
0.683056,0.461748,5
0.003005,0.487853,14
0.793931,0.61999,4
0.939117,0.83577,13
0.393686,0.203458,9
0.003488,0.189673,10
0.962466,0.148608,3
0.941783,0.463997,1
0.442613,-0.009367,11
0.802857,0.271749,0
0.944478,0.465384,1
0.761043,0.947245,7
0.031753,0.444095,14
0.381007,0.233238,9
0.667065,0.543885,5
0.948787,0.460854,1
0.006417,0.482632,14
0.621964,0.452541,5
0.38368,0.416242,12
0.779759,0.631841,4
0.652072,0.46531,5
0.025784,0.451807,14
0.202402,0.566636,8
0.363148,0.169826,9
0.464643,-0.021258,11
0.400509,0.406327,12
0.799285,0.267524,0
0.967082,0.820445,13
0.760745,0.941223,7
0.000468,0.175689,10
0.953055,0.465703,1
0.7867,0.260596,0
0.822495,0.280003,0
0.927424,0.844941,13
0.630987,0.45539,5
0.772262,0.617492,4
0.959507,0.475664,1
0.671705,0.486315,5
0.462044,0.001766,11
0.670883,0.474635,5
0.772815,0.947184,7
0.376335,0.232522,9
0.358095,0.438893,12
0.018468,0.464759,14
0.713825,0.918868,7
0.753131,0.937482,7
0.957981,0.481509,1
0.962412,0.15656,3
0.011529,0.472966,14
0.787076,0.622303,4
0.185521,0.840219,6
0.192823,0.561337,8
0.402983,0.226382,9
0.926892,0.847328,13
0.810007,0.622964,4
0.647161,0.456529,5
-0.011306,0.160018,10
0.015892,0.468742,14
0.191705,0.569921,8
0.941648,0.461815,1
0.673474,0.444306,5
0.959204,0.816741,13
0.368571,0.204021,9
0.22144,0.580456,8
0.661017,0.456464,5
0.378777,0.2305,9
0.045912,0.217918,10
0.181391,0.853591,6
0.040432,0.433005,14
0.755757,0.927994,7
0.621173,0.148661,2
0.954178,0.154464,3
0.906164,0.870779,13
0.366381,0.180319,9
0.850891,0.297444,0
0.394187,0.220085,9
0.956919,0.822885,13
0.842039,0.294464,0
0.390379,0.423993,12
0.959024,0.487072,1
0.44974,0.026565,11
0.962571,0.148374,3
0.48611,-0.021163,11
0.377539,0.435592,12
-0.007656,0.193714,10
0.721075,0.931906,7
0.74441,0.949413,7
0.787247,0.263628,0
0.387243,0.425843,12
0.394731,0.422794,12
0.026612,0.221126,10
0.007888,0.180988,10
0.457771,-0.004965,11
0.767461,0.623258,4
0.467534,-0.005652,11
0.203045,0.560772,8
0.946837,0.463483,1
0.625072,0.148605,2
0.922943,0.857722,13
0.371456,0.206049,9
0.377752,0.420691,12
0.65834,0.471791,5
0.798058,0.626949,4
0.612266,0.146906,2
0.184032,0.850507,6
0.493175,-0.012698,11
0.669216,0.455617,5
0.830844,0.287676,0
0.755781,0.936711,7
-0.015765,0.163966,10
0.648078,0.444424,5
0.204852,0.543812,8
0.00696,0.482347,14
0.029274,0.447698,14
0.817425,0.283579,0
0.793763,0.619765,4
0.781989,0.26338,0
0.009785,0.191958,10
0.418398,0.383453,12
0.956609,0.480832,1
0.927376,0.854368,13
0.662745,0.466892,5
0.388711,0.414729,12
0.962963,0.142757,3
0.94759,0.835111,13
0.949,0.83181,13
0.778999,0.957553,7
0.394531,0.40445,12
0.934962,0.842243,13
0.39117,0.403323,12
0.652186,0.153361,2
0.620305,0.143668,2
0.182036,0.820413,6
0.377342,0.209407,9
0.799651,0.606367,4
0.789639,0.262878,0
0.940612,0.158963,3
0.767213,0.933853,7
0.626003,0.152627,2
0.818447,0.279541,0
0.665505,0.452187,5
0.754128,0.947279,7
0.399541,0.412363,12
0.185648,0.835828,6
0.675368,0.475402,5
0.383094,0.397224,12
0.797365,0.9483,7
0.944376,0.460783,1
0.935684,0.844032,13
0.645007,0.487128,5
-0.002823,0.176177,10
0.392933,0.229873,9
0.940721,0.462704,1
0.018278,0.464465,14
-0.001066,0.182831,10
0.959881,0.484206,1
0.365396,0.202716,9
0.214091,0.546959,8
0.951799,0.465632,1
0.19565,0.82976,6
0.456046,0.022162,11
0.397098,0.402174,12
0.950499,0.474838,1
0.617116,0.150362,2
0.624494,0.154009,2
0.201406,0.566834,8
-0.02177,0.165702,10
0.636755,0.448829,5
0.192125,0.570741,8
-0.009174,0.505733,14
0.631358,0.148219,2
0.775378,0.629307,4
0.464565,0.018291,11
0.803551,0.270516,0
0.952483,0.469368,1
0.627091,0.144394,2
0.031612,0.443807,14
0.678426,0.466661,5
0.940042,0.456205,1
0.942615,0.838387,13
0.63612,0.451582,5
0.165499,0.813926,6
0.800129,0.620216,4
0.640625,0.430612,5
0.376702,0.21045,9
0.74843,0.943474,7
0.39458,0.230532,9
0.376873,0.201902,9
0.953735,0.479347,1
0.02362,0.20492,10
0.448615,-0.007301,11
0.651798,0.403577,5
0.724124,0.923945,7
0.195118,0.86375,6
0.666474,0.487196,5
0.023389,0.457221,14
0.199354,0.850621,6
0.794429,0.634631,4
0.179144,0.582029,8
0.185193,0.850835,6
0.207827,0.582384,8
0.207797,0.537152,8
0.462403,0.013896,11
0.828447,0.284219,0
0.663371,0.50952,5
0.937976,0.456734,1
0.36705,0.428522,12
0.791317,0.626967,4
0.446635,-0.002365,11
0.956722,0.156369,3
0.761678,0.952171,7
0.657924,0.153378,2
0.940685,0.447492,1
0.731801,0.935,7
0.93146,0.852817,13
0.187385,0.812603,6
0.210822,0.539259,8
0.810417,0.626551,4
0.650326,0.15506,2
0.205343,0.888261,6
0.434308,-0.004688,11
0.77197,0.940324,7
0.634353,0.150877,2
0.622442,0.148163,2
0.775254,0.946664,7
0.950864,0.150863,3
0.475373,-0.028693,11
0.191367,0.569502,8
-0.024857,0.176682,10
0.635716,0.469357,5
0.41442,0.029653,11
0.443851,-0.004177,11
0.611823,0.147674,2
0.714886,0.939944,7
0.654845,0.156686,2
-0.005294,0.498968,14
0.021713,0.458714,14
0.939924,0.15981,3
0.481516,-0.002761,11
0.474313,-0.001805,11
0.817725,0.279708,0
0.956524,0.148195,3
0.732823,0.930436,7
0.953628,0.149789,3
0.004713,0.483976,14
0.226651,0.514804,8
0.040688,0.214492,10
0.842798,0.637687,4
0.790116,0.616412,4
0.421383,0.021488,11
0.191531,0.556739,8
0.634775,0.147412,2
0.923754,0.855512,13
0.423948,0.030353,11
0.428545,0.009097,11
0.951581,0.159423,3
0.4065,0.380476,12
0.021306,0.458388,14
0.943267,0.461034,1
0.653895,0.450498,5
0.000558,0.191627,10
0.182526,0.865123,6
0.954769,0.81958,13
0.616618,0.419599,5
0.957508,0.478607,1
0.176878,0.584021,8
0.949561,0.466915,1
0.171867,0.829264,6
0.794957,0.270179,0
0.395436,0.238618,9
0.806865,0.617791,4
0.629609,0.148869,2
0.935176,0.843061,13
0.919596,0.853654,13
0.427049,-0.000184,11
0.389604,0.228431,9
0.639273,0.150841,2
0.023696,0.458631,14
0.964143,0.149044,3
0.626418,0.143622,2
0.377945,0.228047,9
0.650815,0.157326,2
0.671618,0.468125,5
-0.017303,0.182753,10
0.64448,0.153623,2
-0.027155,0.148259,10
0.804519,0.27413,0
0.956613,0.823155,13
0.650659,0.486093,5
0.383618,0.208883,9
0.926394,0.844482,13
0.009728,0.186344,10
0.708782,0.923638,7
0.227227,0.559745,8
0.952192,0.155339,3
0.800714,0.618885,4
0.045075,0.213903,10
0.939763,0.841614,13
0.38231,0.227526,9
0.387085,0.233374,9
-0.022658,0.147308,10
0.217969,0.612153,8
0.64202,0.414371,5
0.194692,0.5599,8
0.953113,0.155999,3
0.742537,0.935237,7
0.162102,0.806813,6
0.779136,0.625147,4
0.763237,0.941651,7
0.363801,0.217878,9
0.956152,0.473832,1
0.790963,0.624453,4
0.375215,0.419077,12
0.821616,0.63075,4
0.641731,0.154878,2
0.43126,-0.013077,11
0.198993,0.85672,6
0.008301,0.477376,14
0.205079,0.542019,8
0.771958,0.257866,0
0.403371,0.401308,12
0.37646,0.41958,12
0.743256,0.945348,7
0.387622,0.220246,9
0.204976,0.57154,8
0.018036,0.465744,14
0.960344,0.145998,3
0.959857,0.145674,3
0.942092,0.457388,1
0.027098,0.452568,14
0.192365,0.581809,8
0.775344,0.615547,4
0.665247,0.459712,5
0.802961,0.271741,0
0.66711,0.440734,5
0.96077,0.152099,3
0.639081,0.443423,5
0.943724,0.835459,13
0.969064,0.146703,3
0.97134,0.814446,13
0.657116,0.485745,5
0.663356,0.477972,5
0.943424,0.156838,3
0.431406,-0.007789,11
0.18222,0.59019,8
0.020531,0.462758,14
0.943739,0.158994,3
0.635937,0.156202,2
0.204148,0.83877,6
0.742326,0.934619,7
0.670111,0.156095,2
0.805965,0.272655,0
0.801061,0.26875,0
0.392145,0.419251,12
0.46535,0.021828,11
0.466923,0.035197,11
0.806257,0.272135,0
0.002559,0.186609,10
0.375742,0.399777,12
0.761452,0.24795,0
0.18928,0.817251,6
0.740409,0.926193,7
0.204098,0.568652,8
0.952232,0.154715,3
0.211912,0.566332,8
0.003195,0.486248,14
0.208759,0.571649,8
0.220781,0.531551,8
0.656944,0.47386,5
0.798669,0.268234,0
0.975349,0.809665,13
0.643388,0.434928,5
0.967448,0.14287,3
0.444148,-0.013264,11
0.031099,0.44626,14
0.959955,0.821792,13
0.803873,0.62449,4
0.649027,0.459122,5
0.200411,0.552937,8
0.949613,0.474414,1
0.393055,0.210807,9
0.798362,0.614299,4
0.046384,0.212057,10
0.203013,0.859968,6
0.43559,0.026957,11
0.501509,-0.039236,11
0.625978,0.147022,2
0.38583,0.196584,9
0.170968,0.823405,6
0.390752,0.229816,9
0.808291,0.634424,4
0.951099,0.151458,3
0.938533,0.160178,3
0.654625,0.472994,5
0.956444,0.477926,1
0.955086,0.150733,3
0.631444,0.450768,5
0.443954,0.003112,11
0.646579,0.153514,2
0.934929,0.83948,13
0.007045,0.201167,10
0.029395,0.447727,14
0.012194,0.474106,14
0.933728,0.851275,13
0.007039,0.48224,14
0.220341,0.551347,8
0.395874,0.406557,12
0.95447,0.475033,1
0.81578,0.276343,0
0.809868,0.63947,4
0.203301,0.856195,6
0.016343,0.189336,10
0.73187,0.942748,7
0.952822,0.475637,1
0.747462,0.942699,7
0.619471,0.143469,2
0.92788,0.859962,13
0.395313,0.228868,9
0.01534,0.469152,14
0.634503,0.154102,2
0.921253,0.856015,13
0.234123,0.536621,8
0.377853,0.410316,12
0.647216,0.475241,5
0.65746,0.510167,5
0.809887,0.275022,0
0.793174,0.6167,4
0.019957,0.462561,14
0.442523,0.021973,11
0.026966,0.204729,10
0.467767,0.018976,11
0.770042,0.958439,7
0.650841,0.15301,2
0.948321,0.463538,1
0.652428,0.47223,5
-0.003439,0.194442,10
0.792957,0.266961,0
0.962903,0.473666,1
0.716134,0.939513,7
-0.021256,0.169908,10
0.201335,0.839686,6
0.652279,0.46463,5
0.638124,0.467824,5
0.961458,0.141927,3
0.783806,0.614431,4
0.014369,0.469928,14
0.182216,0.840015,6
0.214483,0.548694,8
0.954376,0.153388,3
0.179905,0.821281,6
0.644515,0.151455,2
0.807544,0.272884,0
0.606846,0.449291,5
0.034616,0.441941,14
0.807521,0.602394,4
0.962418,0.147514,3
0.809725,0.278105,0
0.167405,0.817367,6
0.027758,0.218209,10
0.450212,0.008717,11
0.192001,0.57276,8
0.946471,0.456187,1
0.719714,0.928121,7
0.38679,0.208296,9
0.397003,0.235641,9
0.188678,0.854678,6
0.602066,0.144507,2
0.804604,0.274931,0
0.972971,0.800931,13
0.188486,0.569144,8
0.789102,0.263851,0
0.477015,-0.038384,11
0.374284,0.206289,9
0.954725,0.155198,3
0.940198,0.838853,13
0.792513,0.62752,4
0.736043,0.622346,4
0.800677,0.625896,4
0.599621,0.143708,2
0.864319,0.306615,0
0.965175,0.481327,1
0.65736,0.486589,5
0.952896,0.154959,3
0.94855,0.830748,13
0.955029,0.16514,3
0.197727,0.525823,8
0.82865,0.632589,4
-0.01736,0.163509,10
0.645523,0.429903,5
0.372947,0.421827,12
0.206074,0.869415,6
0.409745,0.408935,12
0.831176,0.627072,4
0.982146,0.800255,13
0.171891,0.836995,6
-0.020308,0.165413,10
0.948648,0.829892,13
0.388565,0.401651,12
0.814298,0.276915,0
0.962384,0.153814,3
0.374946,0.426052,12
0.02088,0.459332,14
0.381776,0.218222,9
0.460934,-0.015486,11
0.010122,0.192449,10
0.61791,0.149315,2
0.623973,0.446994,5
0.017482,0.466385,14
0.963245,0.150257,3
-0.012442,0.18512,10
0.789945,0.624802,4
0.954014,0.145847,3
0.789577,0.638354,4
0.37576,0.414754,12
0.455654,-0.018625,11
0.445962,0.047747,11
0.752899,0.947907,7
0.001808,0.489443,14
0.223034,0.543274,8
0.336607,0.217069,9
-0.002545,0.184255,10
0.20514,0.565565,8
0.641985,0.458229,5
0.406794,0.400784,12
0.000499,0.206676,10
0.373858,0.414674,12
0.448937,-0.015001,11
0.650787,0.476654,5
-0.058735,0.140022,10
-0.008301,0.501987,14
0.729612,0.936007,7
0.726287,0.945887,7
0.632716,0.454495,5
0.013787,0.188804,10
0.414782,0.392404,12
0.186771,0.837392,6
0.19134,0.850927,6
0.630186,0.45114,5
0.399853,0.396182,12
0.807692,0.622379,4
0.198952,0.856054,6
0.952342,0.459995,1
0.616657,0.14117,2
0.200791,0.540574,8
0.012224,0.473587,14
0.389153,0.22127,9
0.441698,0.004329,11
0.009302,0.479373,14
0.022475,0.457899,14
0.177716,0.828848,6
0.174315,0.829849,6
0.007958,0.194975,10
0.391969,0.201063,9
0.665955,0.44186,5
0.959584,0.144373,3
0.76081,0.948104,7
0.202239,0.857936,6
0.007049,0.480352,14
0.024732,0.455379,14
0.771281,0.249843,0
0.762285,0.613521,4
0.395161,0.405668,12
0.735894,0.944709,7
0.368864,0.409616,12
0.957058,0.144699,3
0.195925,0.85617,6
-0.029245,0.150474,10
0.367562,0.431211,12
0.715687,0.921992,7
0.951899,0.149558,3
0.955655,0.474409,1
0.038065,0.204244,10
0.75011,0.939301,7
0.739192,0.938176,7
0.467729,-0.02807,11
0.387743,0.406399,12
0.818228,0.62782,4
0.772516,0.251866,0
0.782581,0.625947,4
0.427597,0.00428,11
0.387386,0.221941,9
0.025621,0.214749,10
0.461875,0.012334,11
-0.017714,0.175528,10
0.945131,0.460271,1
0.965073,0.488802,1
0.032463,0.443329,14
0.962515,0.146752,3
0.613735,0.44751,5
-0.016599,0.176399,10
0.829903,0.288577,0
0.000658,0.180585,10
0.934797,0.161065,3
0.020691,0.462571,14
0.006524,0.482151,14
0.026059,0.453103,14
0.819936,0.280716,0
0.935501,0.842423,13
0.786612,0.94274,7
0.396767,0.221798,9
0.178059,0.593056,8
0.220412,0.541947,8
0.43919,-0.011982,11
0.399895,0.413335,12
0.912129,0.869382,13
-0.01767,0.161386,10
0.031411,0.446946,14
0.957831,0.472036,1
0.948795,0.156037,3
0.71225,0.476442,5
-0.057678,0.132223,10
0.160011,0.808525,6
0.376034,0.435643,12
0.811914,0.279839,0
0.387421,0.216278,9
0.388521,0.430681,12
0.91499,0.856607,13
0.783594,0.619305,4
0.646291,0.155016,2
0.183642,0.560371,8
0.45821,0.030368,11
0.383182,0.39987,12
0.409131,0.387169,12
-0.008737,0.194419,10
0.607533,0.148238,2
0.004124,0.486696,14
0.23487,0.545767,8
0.938911,0.161786,3
0.177739,0.835973,6
0.77468,0.616324,4
0.644908,0.156486,2
-0.000552,0.198928,10
0.639955,0.149229,2
-0.002458,0.188145,10
-0.008242,0.175986,10
0.452369,-0.004166,11
0.393146,0.255189,9
0.387027,0.411786,12
0.94094,0.833841,13
-0.018006,0.166181,10
0.391559,0.423249,12
0.452959,-0.000664,11
0.966253,0.145371,3
0.162219,0.802672,6
0.766197,0.958572,7
0.38722,0.218401,9
0.651963,0.476863,5
0.018661,0.461871,14
0.396446,0.211024,9
0.949126,0.465506,1
0.781259,0.608615,4
0.80192,0.271287,0
0.826522,0.649622,4
0.627211,0.151983,2
0.783761,0.633022,4
0.18131,0.825661,6
0.736033,0.950477,7
0.034905,0.444006,14
0.747288,0.950446,7
0.781097,0.949083,7
0.404549,0.226076,9
0.194263,0.574087,8
0.438719,0.00133,11
0.392797,0.214169,9
0.731619,0.922986,7
0.385797,0.430426,12
0.008566,0.184907,10
0.400328,0.210414,9
0.784142,0.621147,4
0.213481,0.556241,8
0.405935,0.39441,12
0.408444,0.392152,12
0.805187,0.270378,0
0.809163,0.271645,0
0.185962,0.832896,6
0.757936,0.9466,7
0.633421,0.151766,2
0.944454,0.150174,3
0.376155,0.404736,12
0.801974,0.613043,4
0.832691,0.288771,0
0.935923,0.447254,1
0.817256,0.27963,0
0.853969,0.300433,0
0.961542,0.823319,13
0.794867,0.266911,0
0.609099,0.474511,5
0.950008,0.469987,1
0.740253,0.939856,7
0.213491,0.550984,8
0.021209,0.461461,14
-0.040475,0.161107,10
0.936751,0.841982,13
0.639804,0.481561,5
0.942463,0.449046,1
0.963858,0.473814,1
0.376975,0.414663,12
0.947583,0.459458,1
0.427618,0.028186,11
0.366504,0.438458,12
0.965044,0.817765,13
0.674631,0.493347,5
0.187263,0.842798,6
0.173607,0.807308,6
0.406426,0.402437,12
0.811672,0.276599,0
0.415349,0.394041,12
0.209424,0.560653,8
0.965563,0.491142,1
0.951426,0.147012,3
0.443197,-0.013774,11
-0.010111,0.199448,10
0.787483,0.628724,4
0.210396,0.554317,8
0.034159,0.443391,14
0.005121,0.48375,14
0.831127,0.615007,4
0.736932,0.935507,7
0.016045,0.468618,14
0.625142,0.146966,2
0.412464,0.405629,12
0.380228,0.427445,12
0.815403,0.280956,0
0.783951,0.636184,4
0.179165,0.83188,6
0.035178,0.439468,14
0.408259,0.239967,9
0.798784,0.627971,4
0.016529,0.468541,14
0.188386,0.855438,6
0.808483,0.27473,0
0.178407,0.831583,6
0.677744,0.157647,2
0.198994,0.830583,6
0.39798,0.400914,12
0.963675,0.144571,3
0.490987,-0.015994,11
0.016822,0.466624,14
0.625846,0.150937,2
0.963121,0.149092,3
0.804943,0.273601,0
0.739659,0.941812,7
0.377621,0.229041,9
0.385653,0.203245,9
0.008942,0.190651,10
0.95152,0.155655,3
0.011651,0.47331,14
0.453636,0.019908,11
0.032082,0.208018,10
0.201343,0.841846,6
0.989064,0.798422,13
0.190677,0.581767,8
0.953928,0.152508,3
0.218378,0.563085,8
0.661405,0.438792,5
0.745049,0.924433,7
0.954783,0.157258,3
0.96211,0.819919,13
0.95775,0.144885,3
0.191362,0.867285,6
