@relation moving_squares

@attribute feat_1 numeric
@attribute feat_2 numeric
@attribute target {0,1,2,3}

@data
0.343329,0.026717,0
0.276958,0.042896,1
0.181458,0.026226,2
0.137602,0.017371,3
0.358155,0.046661,0
0.271397,0.038388,1
0.187304,0.026295,2
0.146628,0.005619,3
0.367256,0.027977,0
0.259564,0.026697,1
0.185173,0.038592,2
0.146491,0.04482,3
0.372581,0.015392,0
0.281784,0.024083,1
0.217926,0.006105,2
0.113377,0.0078,3
0.339248,0.021485,0
0.268351,0.024915,1
0.187839,0.014026,2
0.138142,0.01339,3
0.371283,0.01255,0
0.299211,0.02644,1
0.19968,0.046699,2
0.145998,0.046407,3
0.345124,0.003872,0
0.29566,0.018401,1
0.227609,0.012952,2
0.106396,0.020133,3
0.341656,0.042696,0
0.259943,0.045786,1
0.186228,0.020026,2
0.141897,0.043439,3
0.337718,0.00955,0
0.283606,0.029162,1
0.187783,0.023039,2
0.124984,0.01884,3
0.339124,0.035234,0
0.305943,0.030488,1
0.210521,0.024068,2
0.123715,0.003112,3
0.337458,0.02246,0
0.268076,0.015712,1
0.21056,0.028116,2
0.125808,0.014386,3
0.339769,0.00618,0
0.287361,0.010946,1
0.227768,0.010733,2
0.124739,0.023637,3
0.36823,0.002181,0
0.308482,0.022743,1
0.195679,0.018124,2
0.136318,0.022727,3
0.367614,0.035747,0
0.277491,0.020056,1
0.206143,0.008836,2
0.136942,0.037249,3
0.343115,0.041607,0
0.272304,0.012559,1
0.204914,0.041674,2
0.149866,0.021929,3
0.362737,0.009817,0
0.301948,0.036373,1
0.198789,0.007617,2
0.117705,0.023463,3
0.347629,0.017498,0
0.283485,0.034652,1
0.194095,0.045179,2
0.125119,0.039657,3
0.37046,0.027515,0
0.311028,0.017499,1
0.235924,0.038516,2
0.149208,0.021385,3
0.389909,0.039715,0
0.291394,0.027558,1
0.231736,0.043259,2
0.135896,0.046498,3
0.347205,0.032227,0
0.290785,0.015017,1
0.2141,0.032863,2
0.156993,0.029989,3
0.393423,0.023113,0
0.29011,0.045819,1
0.223837,0.019871,2
0.140442,0.007847,3
0.389909,0.041005,0
0.298502,0.033616,1
0.221114,0.019693,2
0.12602,0.025664,3
0.355501,0.008153,0
0.277298,0.031903,1
0.217306,0.048659,2
0.160878,0.011746,3
0.355981,0.016063,0
0.295015,0.000889,1
0.239912,0.04749,2
0.143849,0.040815,3
0.397068,0.016587,0
0.294065,0.039678,1
0.23697,0.015619,2
0.154085,0.049277,3
0.37646,0.048853,0
0.296589,0.002094,1
0.21136,0.036214,2
0.128017,0.025626,3
0.36365,0.029733,0
0.288334,0.032595,1
0.202304,0.003666,2
0.166161,0.024135,3
0.376856,0.024849,0
0.306053,0.040539,1
0.235346,0.041802,2
0.134463,0.035826,3
0.381072,0.014524,0
0.281948,0.031245,1
0.213844,0.02364,2
0.156156,0.013562,3
0.383109,0.021639,0
0.29904,0.031426,1
0.243858,0.001778,2
0.141305,0.042639,3
0.356307,0.027439,0
0.329497,0.032088,1
0.248741,0.041601,2
0.174452,0.035922,3
0.405592,0.02435,0
0.281464,0.044846,1
0.232296,0.032301,2
0.157283,0.041217,3
0.402595,0.004777,0
0.301195,0.012415,1
0.252677,0.040336,2
0.144993,0.022641,3
0.39367,0.04541,0
0.288698,0.010981,1
0.249084,0.032798,2
0.135755,0.003095,3
0.360751,0.013541,0
0.328203,0.043743,1
0.232719,0.008608,2
0.181185,0.033734,3
0.386074,0.031173,0
0.288142,0.034092,1
0.22162,0.005228,2
0.183452,0.005057,3
0.410954,0.045818,0
0.33441,0.006892,1
0.24943,0.017393,2
0.175635,0.012044,3
0.387927,0.00946,0
0.325058,0.047774,1
0.247454,0.016692,2
0.180556,0.00464,3
0.375051,0.004703,0
0.290635,0.042115,1
0.252576,0.042212,2
0.178843,0.03998,3
0.395945,0.002268,0
0.299243,0.033538,1
0.255936,0.028097,2
0.18243,0.013309,3
0.410707,0.030584,0
0.327152,0.024749,1
0.264192,0.005241,2
0.160666,0.048013,3
0.392083,0.03023,0
0.329987,0.048265,1
0.259948,0.035269,2
0.186779,0.021023,3
0.395248,0.045111,0
0.306016,0.043554,1
0.251189,0.049076,2
0.174077,0.006444,3
0.369376,0.00767,0
0.325894,0.010164,1
0.23185,0.005141,2
0.149594,0.028023,3
0.381423,0.024005,0
0.315648,0.043052,1
0.232806,0.013708,2
0.149851,0.04295,3
0.388992,0.037132,0
0.334848,0.013715,1
0.251166,0.006615,2
0.184605,0.041305,3
0.413723,0.023123,0
0.303943,0.040956,1
0.231727,0.047367,2
0.157081,0.010921,3
0.419145,0.030772,0
0.333825,0.027363,1
0.257039,0.040932,2
0.177693,0.014604,3
0.38014,0.035036,0
0.326657,0.025961,1
0.228588,0.010219,2
0.183629,0.001591,3
0.392383,0.014013,0
0.322886,0.049298,1
0.258634,0.014316,2
0.184218,0.00577,3
0.385534,0.039941,0
0.336514,0.010581,1
0.227529,0.017261,2
0.166758,0.013315,3
0.376936,0.036502,0
0.335625,0.030216,1
0.235561,0.006194,2
0.169763,0.046248,3
0.412459,0.021896,0
0.312568,0.014126,1
0.251542,0.022416,2
0.163103,0.016773,3
0.410116,0.021886,0
0.330502,0.035569,1
0.229005,0.02098,2
0.17089,0.039041,3
0.416464,0.030866,0
0.33696,0.028445,1
0.274806,0.016276,2
0.195707,0.009823,3
0.409146,0.010361,0
0.341832,0.009632,1
0.253239,0.028347,2
0.20368,0.008773,3
0.412438,0.035225,0
0.321601,0.00999,1
0.263724,0.000515,2
0.197767,0.031698,3
0.39161,0.02224,0
0.349605,0.031234,1
0.268446,0.039501,2
0.16636,0.023058,3
0.40975,0.03142,0
0.337401,0.019845,1
0.275061,0.021914,2
0.180994,0.040892,3
0.429937,0.013262,0
0.326034,0.035502,1
0.237815,0.044101,2
0.206276,0.02149,3
0.396535,0.014269,0
0.339607,0.034391,1
0.266944,0.015944,2
0.208238,0.043528,3
0.425495,0.030285,0
0.357744,0.048,1
0.266626,0.04102,2
0.168101,0.009371,3
0.400718,0.025993,0
0.345442,0.009401,1
0.253967,0.008086,2
0.183936,0.014128,3
0.413509,0.002039,0
0.352711,0.041803,1
0.252039,0.046997,2
0.189413,0.012007,3
0.429451,0.020081,0
0.341155,0.040625,1
0.288458,0.033866,2
0.186045,0.012156,3
0.408658,0.047172,0
0.315532,0.021509,1
0.269482,0.037152,2
0.166647,0.003903,3
0.394049,0.020788,0
0.348108,0.004767,1
0.26294,0.03252,2
0.2052,0.000206,3
0.43218,0.04299,0
0.322855,0.011007,1
0.251235,0.035999,2
0.211125,0.019509,3
0.407239,0.039979,0
0.351764,0.008498,1
0.280529,0.020469,2
0.179833,0.009354,3
0.402849,0.047434,0
0.334048,0.027983,1
0.275144,0.002873,2
0.214529,0.011679,3
0.427432,0.028954,0
0.346586,0.03327,1
0.272747,0.034385,2
0.192444,0.038274,3
0.443165,0.000427,0
0.339867,0.034656,1
0.249022,0.025662,2
0.211939,0.012893,3
0.424873,0.025939,0
0.325605,0.003032,1
0.278205,0.016673,2
0.221299,0.002268,3
0.440945,0.040592,0
0.370493,0.021845,1
0.294166,0.02771,2
0.21574,0.038414,3
0.411047,0.023015,0
0.360492,0.041744,1
0.281586,0.027389,2
0.188377,0.004946,3
0.431324,0.018141,0
0.330186,0.028589,1
0.256326,0.020843,2
0.197186,0.023088,3
0.424588,0.04337,0
0.326877,0.043203,1
0.25303,0.039018,2
0.222412,0.00809,3
0.417511,0.002777,0
0.338089,0.004804,1
0.282119,0.013974,2
0.212498,0.010101,3
0.407541,0.00909,0
0.341665,0.046055,1
0.292807,0.001102,2
0.219245,0.027525,3
0.437078,0.033988,0
0.37742,0.006832,1
0.29291,0.008773,2
0.192512,0.0244,3
0.447475,0.009381,0
0.359629,0.036138,1
0.257199,0.017025,2
0.216411,0.021474,3
0.42059,0.012424,0
0.372252,0.033446,1
0.301216,0.0485,2
0.210831,0.000363,3
0.438994,0.033951,0
0.380335,0.028582,1
0.270571,0.003722,2
0.210719,0.045784,3
0.43041,0.024817,0
0.349973,0.032358,1
0.288844,0.043528,2
0.189774,0.020228,3
0.429298,0.011612,0
0.33456,0.00774,1
0.298874,0.046453,2
0.227243,0.008922,3
0.442376,0.024589,0
0.373817,0.029042,1
0.272421,0.006668,2
0.208362,0.032431,3
0.455552,0.025357,0
0.385945,0.047008,1
0.26903,0.042886,2
0.194805,0.022207,3
0.456095,0.025742,0
0.368779,0.003891,1
0.268115,0.02619,2
0.227679,0.021141,3
0.461959,0.010903,0
0.343768,0.029606,1
0.266919,0.038864,2
0.229956,0.034965,3
0.416211,0.041893,0
0.364428,0.042992,1
0.273247,0.040303,2
0.189013,0.025628,3
0.431048,0.007569,0
0.359384,0.012003,1
0.283191,0.048363,2
0.218216,0.004216,3
0.428426,0.002948,0
0.355925,0.014034,1
0.291975,0.019159,2
0.229573,0.041223,3
0.457991,0.020503,0
0.382058,0.025003,1
0.311424,0.013355,2
0.198083,0.02799,3
0.444055,0.031023,0
0.353564,0.029664,1
0.288316,0.028726,2
0.208253,0.02062,3
0.440406,0.019307,0
0.360947,0.018261,1
0.31349,0.030255,2
0.222062,0.001245,3
0.462096,0.001243,0
0.38747,0.037573,1
0.289909,0.008302,2
0.197198,0.042647,3
0.445379,0.023089,0
0.349129,0.016792,1
0.30488,0.01742,2
0.241643,0.013966,3
0.456478,0.005378,0
0.377153,0.009427,1
0.320508,0.002662,2
0.208433,0.03387,3
0.437195,0.046342,0
0.38983,0.042571,1
0.285394,0.014259,2
0.238074,0.00838,3
0.44531,0.016607,0
0.355324,0.024352,1
0.307201,0.024637,2
0.237915,0.014122,3
0.44961,0.036263,0
0.367187,0.034191,1
0.320777,0.023862,2
0.246018,0.049215,3
0.459286,0.020409,0
0.388325,0.014056,1
0.293882,0.017512,2
0.205642,0.046994,3
0.435196,0.03757,0
0.391542,0.007021,1
0.325667,0.049354,2
0.223164,0.015578,3
0.463741,0.028053,0
0.389246,0.044547,1
0.324799,0.048089,2
0.230431,0.018975,3
0.436646,0.012344,0
0.39762,0.04044,1
0.31037,0.004191,2
0.216068,0.019221,3
0.431672,0.010855,0
0.385627,0.0426,1
0.311374,0.031916,2
0.246399,0.049923,3
0.474425,0.004553,0
0.397913,0.032303,1
0.286882,0.037809,2
0.239083,0.030735,3
0.455938,0.021024,0
0.366522,0.023229,1
0.307365,0.005842,2
0.234623,0.016772,3
0.456068,0.046988,0
0.399589,0.023124,1
0.329329,0.043642,2
0.210893,0.041412,3
0.442483,0.042104,0
0.39737,0.015576,1
0.331873,0.005032,2
0.254605,0.003162,3
0.438839,0.001214,0
0.370845,0.023335,1
0.322445,0.014978,2
0.247869,0.04192,3
0.479511,0.033712,0
0.407424,0.044715,1
0.317642,0.024867,2
0.226501,0.040192,3
0.471971,0.041447,0
0.365009,0.015293,1
0.30131,0.002339,2
0.234776,0.004913,3
0.446614,0.006731,0
0.403131,0.013476,1
0.29921,0.002508,2
0.247783,0.041135,3
0.487523,0.001355,0
0.378063,0.037718,1
0.332793,0.001004,2
0.217343,0.026371,3
0.473703,0.04132,0
0.411815,0.015668,1
0.310458,0.033113,2
0.262961,0.049968,3
0.441383,0.04057,0
0.405248,0.043767,1
0.326026,0.030284,2
0.242113,0.035896,3
0.458698,0.040547,0
0.367777,0.022421,1
0.314329,0.047163,2
0.235848,0.039657,3
0.489749,0.006838,0
0.404006,0.011041,1
0.327695,0.024869,2
0.261918,0.041522,3
0.487516,0.02657,0
0.369662,0.035738,1
0.315634,0.007261,2
0.240482,0.046272,3
0.490385,0.005871,0
0.41331,0.006729,1
0.315493,0.032339,2
0.252838,0.021079,3
0.480713,0.031595,0
0.392043,0.041901,1
0.321183,0.045569,2
0.250089,0.029924,3
0.456177,0.045214,0
0.411569,0.024355,1
0.310568,0.021136,2
0.227318,0.045343,3
0.476224,0.010299,0
0.405462,0.005051,1
0.337327,0.00268,2
0.264937,0.035623,3
0.450348,0.003074,0
0.388103,0.025698,1
0.307689,0.021615,2
0.246739,0.043126,3
0.45241,0.032322,0
0.415954,0.005622,1
0.311313,0.043563,2
0.235652,0.026983,3
0.476693,0.035249,0
0.393412,0.036845,1
0.320274,0.023645,2
0.229184,0.039084,3
0.461063,0.009767,0
0.38475,0.018989,1
0.324754,0.037238,2
0.260571,0.003699,3
0.467946,0.004063,0
0.393346,0.023761,1
0.328824,0.000383,2
0.266916,0.029291,3
0.502295,0.03634,0
0.408207,0.010191,1
0.350575,0.041444,2
0.273885,0.019757,3
0.460631,0.037403,0
0.428911,0.026961,1
0.354087,0.029657,2
0.26818,0.009387,3
0.475549,0.001305,0
0.398528,0.019519,1
0.336978,0.023747,2
0.241739,0.01776,3
0.494136,0.011381,0
0.419681,0.048217,1
0.333548,0.000866,2
0.236478,0.0463,3
0.466886,0.001998,0
0.431986,0.041164,1
0.312123,0.016417,2
0.2573,0.006902,3
0.494364,0.012383,0
0.416922,0.013424,1
0.331446,0.044008,2
0.23593,0.041478,3
0.487161,0.046098,0
0.426266,0.031282,1
0.355281,0.012742,2
0.259669,0.035912,3
0.47322,0.026453,0
0.395317,0.037404,1
0.32678,0.032839,2
0.23912,0.007055,3
0.494138,0.020604,0
0.409216,0.006898,1
0.35528,0.013892,2
0.274214,0.006351,3
0.489337,0.011295,0
0.400031,0.024561,1
0.352781,0.040815,2
0.244262,0.028134,3
0.483675,0.035881,0
0.397114,0.046666,1
0.342791,0.024468,2
0.251449,0.031354,3
0.472479,0.006416,0
0.401389,0.005654,1
0.354152,0.020357,2
0.250023,0.03733,3
0.483888,0.026892,0
0.401327,0.017669,1
0.350947,0.044465,2
0.245831,0.004771,3
0.509182,0.006394,0
0.407439,0.022975,1
0.361255,0.003549,2
0.260775,0.020415,3
0.475415,0.023691,0
0.437478,0.032121,1
0.331197,0.016441,2
0.256542,0.030316,3
0.512041,0.00299,0
0.431221,0.002239,1
0.331543,0.0218,2
0.255603,0.032912,3
0.505861,0.017635,0
0.427292,0.024355,1
0.328553,0.023971,2
0.283006,0.046658,3
0.481272,0.013204,0
0.413102,0.010769,1
0.366805,0.017031,2
0.271131,0.028059,3
0.498857,0.023961,0
0.427871,0.043815,1
0.34623,0.025603,2
0.277972,0.006281,3
0.474493,0.024529,0
0.416754,0.026396,1
0.329911,0.041736,2
0.283882,0.00261,3
0.503938,0.004477,0
0.444576,0.029628,1
0.342933,0.023321,2
0.294474,0.045428,3
0.484942,0.009576,0
0.4434,0.031052,1
0.36517,0.027838,2
0.268251,0.049468,3
0.509046,0.034809,0
0.435223,0.035938,1
0.333839,0.00094,2
0.269975,0.034764,3
0.509215,0.027731,0
0.412456,0.049341,1
0.350121,0.043112,2
0.256537,0.035992,3
0.507724,0.031243,0
0.424228,0.037214,1
0.352486,0.02304,2
0.289414,0.042818,3
0.513789,0.046815,0
0.440922,0.035161,1
0.36169,0.012173,2
0.257599,0.043747,3
0.521356,0.008112,0
0.43657,0.015285,1
0.373231,0.037938,2
0.268367,0.009996,3
0.488522,0.007489,0
0.425978,0.043713,1
0.380624,0.007979,2
0.288862,0.020594,3
0.531066,0.005071,0
0.449743,0.045772,1
0.367723,0.032378,2
0.306035,0.030388,3
0.500889,0.014622,0
0.439982,0.035428,1
0.349077,0.007531,2
0.306943,0.039786,3
0.503241,0.023111,0
0.440509,0.034972,1
0.363514,0.037901,2
0.261667,0.004762,3
0.488535,0.015755,0
0.436096,0.03299,1
0.38442,0.018035,2
0.275183,0.047314,3
0.496688,0.024723,0
0.425843,0.033737,1
0.375841,0.006618,2
0.310933,0.014298,3
0.490195,0.017297,0
0.443747,0.035102,1
0.35383,0.048931,2
0.265159,0.032941,3
0.503321,0.015266,0
0.42554,0.045956,1
0.344306,0.04789,2
0.284972,0.041457,3
0.49069,0.011685,0
0.463677,0.006322,1
0.342506,0.023013,2
0.286765,0.035145,3
0.515063,0.045491,0
0.438536,0.043754,1
0.365353,0.046861,2
0.275606,0.022382,3
0.537543,0.019378,0
0.462214,0.026551,1
0.368391,0.023201,2
0.294275,0.022281,3
0.523679,0.03173,0
0.423798,0.044611,1
0.347138,0.009829,2
0.306053,0.023224,3
0.496478,0.046073,0
0.428619,0.03098,1
0.391127,0.017174,2
0.269848,0.038612,3
0.539069,0.019959,0
0.439163,0.016553,1
0.37998,0.016712,2
0.318535,0.011638,3
0.529784,0.026375,0
0.457257,0.00287,1
0.349747,0.015048,2
0.300998,0.028853,3
0.532927,0.017061,0
0.448052,0.014666,1
0.3469,0.006391,2
0.316245,0.029576,3
0.501315,0.009091,0
0.460655,0.00664,1
0.373638,0.045893,2
0.276324,0.035132,3
0.539881,0.003512,0
0.430391,0.027975,1
0.397968,0.034881,2
0.275218,0.025416,3
0.511432,0.045856,0
0.4312,0.011127,1
0.357062,0.008939,2
0.277664,0.043744,3
0.539875,0.021724,0
0.4644,0.030053,1
0.38319,0.047471,2
0.321574,0.041153,3
0.550315,0.024403,0
0.469617,0.038615,1
0.35565,0.00898,2
0.305433,0.012288,3
0.511388,0.038488,0
0.445001,0.039887,1
0.363511,0.041456,2
0.287105,0.038619,3
0.525873,0.030754,0
0.472628,0.038938,1
0.363519,0.007388,2
0.299891,0.028076,3
0.539792,0.042654,0
0.460272,0.047786,1
0.379698,0.022169,2
0.285669,0.045597,3
0.530653,0.043627,0
0.473602,0.015659,1
0.387535,0.036305,2
0.312273,0.015914,3
0.534639,0.031842,0
0.456126,0.017333,1
0.382527,0.042412,2
0.308361,0.019383,3
0.526419,0.025395,0
0.477507,0.021646,1
0.390711,0.00714,2
0.292055,0.017798,3
0.508266,0.017912,0
0.453219,0.032766,1
0.362778,0.03029,2
0.298898,0.035038,3
0.51387,0.046184,0
0.450811,0.00807,1
0.383716,0.020634,2
0.298316,0.036727,3
0.514067,0.024211,0
0.476698,0.040375,1
0.370138,0.038949,2
0.311757,0.001713,3
0.529442,0.012857,0
0.455474,0.034185,1
0.409993,0.034827,2
0.307647,0.038673,3
0.561559,0.010653,0
0.452926,0.039609,1
0.379826,0.041316,2
0.30039,0.026842,3
0.520878,0.020075,0
0.470768,0.000222,1
0.369021,0.020907,2
0.317314,0.038347,3
0.516865,0.012456,0
0.488409,0.002139,1
0.413645,0.01464,2
0.322935,0.011166,3
0.546069,0.017604,0
0.486774,0.043417,1
0.399643,0.018123,2
0.308707,0.047237,3
0.53317,0.014042,0
0.443013,0.049325,1
0.412392,0.037973,2
0.319056,0.044812,3
0.528972,0.020309,0
0.446924,0.04476,1
0.392197,0.018212,2
0.317559,0.035281,3
0.536192,0.042606,0
0.477607,0.039399,1
0.379933,0.01225,2
0.339001,0.011903,3
0.547577,0.008608,0
0.481396,0.035655,1
0.380744,0.005873,2
0.320748,0.03112,3
0.563303,0.04997,0
0.483116,0.010779,1
0.400027,0.025927,2
0.331865,0.028304,3
0.523367,0.024013,0
0.486605,0.005567,1
0.394964,0.027041,2
0.329299,0.030491,3
0.542072,0.033032,0
0.491532,0.022036,1
0.421063,0.03804,2
0.335688,0.044887,3
0.536468,0.049744,0
0.452604,0.04892,1
0.404031,0.049478,2
0.312951,0.021876,3
0.56345,0.034805,0
0.46599,0.037969,1
0.389109,0.020826,2
0.325446,0.030564,3
0.528279,0.025278,0
0.485293,0.043043,1
0.412346,0.024654,2
0.338825,0.013318,3
0.532957,0.006137,0
0.493514,0.028257,1
0.400634,0.009111,2
0.332368,0.032157,3
0.574285,0.040329,0
0.484082,0.030509,1
0.405154,0.009921,2
0.306494,0.006657,3
0.572734,0.005415,0
0.478957,0.025888,1
0.411221,0.009638,2
0.346013,0.018958,3
0.542451,0.01239,0
0.459662,0.034039,1
0.393534,0.03211,2
0.352441,0.022922,3
0.554347,0.039425,0
0.477326,0.003151,1
0.422108,0.020154,2
0.321976,0.035448,3
0.545932,0.039991,0
0.467292,0.043099,1
0.39697,0.037257,2
0.343885,0.024186,3
0.558402,0.00889,0
0.482925,0.020414,1
0.418528,0.032453,2
0.332649,0.022827,3
0.576633,0.0256,0
0.502996,0.016685,1
0.420971,0.046334,2
0.333454,0.037647,3
0.538239,0.020975,0
0.502373,0.038904,1
0.390418,0.030964,2
0.330066,0.039204,3
0.581581,0.001424,0
0.475248,0.018306,1
0.402674,0.03482,2
0.335804,0.010437,3
0.538824,0.007057,0
0.464197,0.045036,1
0.398011,0.014006,2
0.360548,0.034084,3
0.553057,0.013034,0
0.468544,0.008757,1
0.398403,0.021988,2
0.338754,0.008993,3
0.541859,0.039194,0
0.50228,0.011958,1
0.393098,0.031142,2
0.327431,0.012781,3
0.584747,0.048489,0
0.489669,0.001527,1
0.425128,0.004688,2
0.324625,0.028874,3
0.560627,0.0428,0
0.509652,0.003542,1
0.397158,0.023383,2
0.353965,0.017108,3
0.547343,0.046616,0
0.471976,0.048819,1
0.408208,0.019477,2
0.3361,0.023086,3
0.589831,0.017521,0
0.46988,0.019593,1
0.437573,0.005054,2
0.327105,0.015153,3
0.573967,0.044139,0
0.509688,0.034995,1
0.420773,0.028315,2
0.324934,0.035685,3
0.572488,0.024648,0
0.50471,0.016373,1
0.396957,0.049051,2
0.367855,0.014238,3
0.560715,0.031566,0
0.497877,0.027684,1
0.424123,0.012764,2
0.342332,0.015095,3
0.554847,0.020101,0
0.519807,0.044203,1
0.407552,0.013226,2
0.369555,0.029494,3
0.563392,0.012896,0
0.502368,0.035486,1
0.415189,0.045109,2
0.329248,0.019119,3
0.590866,0.028928,0
0.515408,0.049154,1
0.405372,0.038285,2
0.365336,0.031922,3
0.565643,0.015062,0
0.510602,0.042186,1
0.448216,0.033772,2
0.328532,0.004542,3
0.587757,0.020361,0
0.479689,0.048664,1
0.432203,0.039369,2
0.374427,0.013186,3
0.60045,0.005732,0
0.501388,0.030199,1
0.408019,0.014985,2
0.332302,0.025413,3
0.565482,0.045819,0
0.507562,0.037218,1
0.446069,0.037464,2
0.329687,0.005937,3
0.584725,0.006891,0
0.509192,0.017983,1
0.435898,0.043839,2
0.34865,0.020972,3
0.590428,0.04716,0
0.502205,0.044735,1
0.452184,0.017567,2
0.337818,0.02002,3
0.58144,0.017616,0
0.52986,0.030947,1
0.418976,0.009477,2
0.362217,0.025636,3
0.592835,0.00959,0
0.500607,0.01696,1
0.441658,0.007639,2
0.378318,0.026987,3
0.57373,0.033747,0
0.524915,0.049286,1
0.448151,0.020765,2
0.341064,0.006536,3
0.571416,0.012495,0
0.522974,0.008233,1
0.431627,0.011396,2
0.375197,0.010816,3
0.602966,0.038327,0
0.515163,0.010546,1
0.420053,0.034387,2
0.342461,0.01521,3
0.598197,0.021812,0
0.502725,0.039245,1
0.448117,0.022754,2
0.377186,0.02873,3
0.566123,0.015821,0
0.512369,0.037434,1
0.460017,0.026141,2
0.35702,0.049449,3
0.595922,0.038873,0
0.502124,0.010009,1
0.456917,0.032544,2
0.374223,0.048786,3
0.587739,0.008607,0
0.505062,0.025385,1
0.450527,0.022808,2
0.3653,0.041932,3
0.603513,0.046346,0
0.491553,0.002,1
0.415411,0.041944,2
0.357074,0.016189,3
0.58681,0.044832,0
0.512364,0.000186,1
0.456877,0.028866,2
0.364318,0.042712,3
0.58909,0.012727,0
0.526256,0.034133,1
0.429996,0.023737,2
0.38635,0.02168,3
0.58323,0.049943,0
0.498823,0.033421,1
0.423549,0.038054,2
0.366671,0.029449,3
0.594893,0.018493,0
0.542336,0.03814,1
0.445187,0.046453,2
0.390596,0.019604,3
0.581293,0.036657,0
0.527181,0.042289,1
0.450938,0.011758,2
0.349773,0.029677,3
0.617515,0.040073,0
0.501092,0.041607,1
0.451981,0.008243,2
0.35418,0.012696,3
0.602019,0.012966,0
0.521326,0.043602,1
0.432752,0.048472,2
0.387488,0.00009,3
0.600933,0.037068,0
0.511283,0.041318,1
0.442653,0.042719,2
0.350815,0.034435,3
0.616467,0.021729,0
0.544292,0.045947,1
0.456671,0.044444,2
0.35278,0.04858,3
0.621698,0.025916,0
0.542991,0.01829,1
0.424389,0.013113,2
0.349064,0.038597,3
0.619852,0.048107,0
0.527908,0.006405,1
0.446633,0.020916,2
0.384324,0.011216,3
0.588379,0.004209,0
0.526523,0.023093,1
0.438731,0.021564,2
0.384334,0.037421,3
0.579524,0.048849,0
0.54717,0.031384,1
0.436119,0.001237,2
0.361392,0.029621,3
0.603059,0.03323,0
0.511935,0.015807,1
0.466855,0.041121,2
0.389234,0.008166,3
0.592782,0.031745,0
0.516877,0.023497,1
0.466622,0.023739,2
0.359572,0.030989,3
0.596465,0.002603,0
0.515152,0.007846,1
0.454168,0.039063,2
0.384122,0.006904,3
0.60298,0.041222,0
0.507744,0.042905,1
0.435563,0.030495,2
0.364566,0.005157,3
0.617169,0.033284,0
0.551051,0.029248,1
0.467192,0.004145,2
0.369758,0.001529,3
0.613826,0.01854,0
0.551355,0.012896,1
0.464433,0.044728,2
0.377071,0.01299,3
0.602632,0.015361,0
0.509396,0.012701,1
0.475647,0.035037,2
0.379003,0.021205,3
0.59653,0.013863,0
0.516792,0.033163,1
0.446854,0.035546,2
0.362555,0.043103,3
0.620371,0.002777,0
0.526565,0.026841,1
0.448845,0.03038,2
0.385259,0.049605,3
0.633836,0.044968,0
0.554369,0.01983,1
0.474853,0.043734,2
0.404554,0.015593,3
0.612133,0.009701,0
0.562686,0.03635,1
0.478462,0.009216,2
0.397134,0.048371,3
0.620934,0.033566,0
0.526448,0.028857,1
0.451617,0.045414,2
0.365388,0.001119,3
0.610989,0.041855,0
0.543611,0.009958,1
0.443355,0.038591,2
0.378205,0.048321,3
0.60275,0.030111,0
0.536184,0.016137,1
0.470004,0.049002,2
0.371884,0.015301,3
0.639021,0.011176,0
0.554134,0.028691,1
0.456033,0.032935,2
0.402316,0.046218,3
0.621793,0.003403,0
0.565326,0.037823,1
0.459783,0.027674,2
0.400206,0.016995,3
0.5984,0.028799,0
0.539967,0.022272,1
0.461599,0.004177,2
0.378096,0.015719,3
0.602599,0.017599,0
0.535048,0.028142,1
0.473524,0.021674,2
0.419277,0.047342,3
0.619755,0.012414,0
0.534478,0.009759,1
0.460402,0.028601,2
0.395202,0.003747,3
0.617857,0.004524,0
0.540974,0.017736,1
0.472974,0.013782,2
0.377893,0.027807,3
0.634583,0.038132,0
0.542832,0.039474,1
0.476456,0.049254,2
0.377406,0.011359,3
0.636931,0.014026,0
0.570088,0.01097,1
0.47028,0.039651,2
0.381478,0.024526,3
0.615056,0.026062,0
0.538292,0.00879,1
0.489533,0.030692,2
0.411332,0.032593,3
0.620107,0.005483,0
0.572631,0.005797,1
0.467891,0.033186,2
0.391209,0.046969,3
0.629132,0.017788,0
0.52801,0.002256,1
0.470456,0.03537,2
0.404961,0.030209,3
0.647341,0.005444,0
0.540382,0.0151,1
0.486863,0.021539,2
0.384076,0.007141,3
0.615101,0.018476,0
0.575561,0.033539,1
0.500249,0.018395,2
0.414871,0.033383,3
0.641211,0.045669,0
0.579869,0.007733,1
0.483651,0.048694,2
0.388993,0.02033,3
0.631366,0.040242,0
0.542326,0.043339,1
0.487767,0.009872,2
0.406757,0.029046,3
0.627807,0.046618,0
0.532644,0.016987,1
0.481031,0.047651,2
0.416372,0.007928,3
0.644922,0.013513,0
0.560934,0.021905,1
0.49581,0.038782,2
0.394952,0.040733,3
0.653335,0.03603,0
0.557363,0.000933,1
0.469828,0.041135,2
0.408876,0.019865,3
0.630598,0.044533,0
0.539112,0.00542,1
0.488858,0.007569,2
0.434138,0.030461,3
0.645876,0.009249,0
0.558091,0.027798,1
0.497568,0.019779,2
0.386351,0.03345,3
0.655444,0.045195,0
0.562426,0.02522,1
0.508389,0.035195,2
0.415843,0.022494,3
0.647409,0.010213,0
0.554903,0.023427,1
0.479388,0.027188,2
0.433227,0.000573,3
0.655587,0.020986,0
0.588949,0.043026,1
0.476128,0.039411,2
0.422931,0.03376,3
0.658774,0.003237,0
0.555834,0.027781,1
